name,countries,categories,currency,denominations,discount,expiry,url
"Urlaubsbox Germany","DE","craft; travel-and-leisure","EUR","50; 100; 150; 200","14","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/urlaubsbox-de.jpg"
"Boscolo Italy","IT","travel-and-leisure","EUR","119; 219; 289","9","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/boscolo-it.jpg"
"Dots.eco - Protect 10 sqm of Marine Habitat UK","GB","charity","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","38","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/protect-marine-uk.jpg"
"Tezenis Spain","ES","fashion","EUR","20; 30; 50; 100","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/tezenis-es.jpg"
"Naked Wines","GB","food-and-drink","GBP","25; 50; 100; 250; 500","13.5","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/naked-wines.jpg"
"quirion Germany","DE","other","EUR","15; 25; 50; 75; 100; 150","7","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/quirion-de.jpg"
"Azteco Bitcoin Voucher - On-chain EUR","IE; AT; BE; CY; CZ; DK; EE; FI; FR; DE; GR; HU; IT; LV; LT; LU; MT; NL; PL; PT; RO; SK; SI; ES; SE","cryptocurrency","EUR","25; 50; 100; 250; 500","7","30 Days","https://assets.tillo.io/images/brands/vouchers/330x214/azteco-bitcoin-voucher-on-chain-eur.jpg"
"Volagratis Italy Travel Gift Card","IT","travel-and-leisure","EUR","10; 25; 50; 100; 250","7.5","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/volagratis-it.jpg"
"Deliveroo France","FR","food-and-drink","EUR","25; 50; 100","5","12 months from activation. Must redeem AND spend by expiry.","https://assets.tillo.io/images/brands/vouchers/330x214/deliveroo-fr.jpg"
"Rossmann Germany","DE","beauty","EUR","10; 15; 20; 25; 30; 35; 40; 44; 45; 50; 60; 70; 80; 90; 100","9","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/rossmann-de.jpg"
"ToursGift DE","DE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","3 years from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/toursgift-de.jpg"
"Xbox","GB","gaming","GBP","10; 15; 20; 25; 30; 35; 40; 45; 50","9.5","Non-promotional balances don't expire. Any promotional balance in your account is subject to expiration as set forth in the terms of the promotion.","https://assets.tillo.io/images/brands/vouchers/330x214/xbox.jpg"
"AirlineGift IE","IE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","60 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/airlinegift-ie.jpg"
"Waipu.tv Comfort Germany","DE","gaming","EUR","45; 85","7","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/waipu-tv-comfort-de.jpg"
"SuperLahjakortti Finland","FI","baby; beauty; books; cars; charity; cycling; department-store; fashion; electronics; food-and-drink; home; jewellery; music; other; sports; toys; travel-and-leisure; tv-and-movies","EUR","10; 25; 50; 100; 250; 500; 1000","4","3 years from activation","https://assets.tillo.io/images/brands/vouchers/330x214/super-lahjakortti-fi.jpg"
"Douglas Italy","IT","beauty","EUR","10; 25; 50; 100","8","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/douglas-it.jpg"
"EsserBella Profumerie Italy","IT","beauty","EUR","25; 50; 100","6.5","24 months","https://assets.tillo.io/images/brands/vouchers/330x214/esserbella-profumerie-it.jpg"
"MAXI DI Italy","IT","supermarket","EUR","10; 25; 50; 100","1","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/maxi-di-it.jpg"
"Argos Cashback","GB","electronics; home; jewellery; toys","GBP","10; 25; 50; 100; 250; 500","4.25","24 months from issuance as standard","https://assets.tillo.io/images/brands/vouchers/330x214/argos-cashback-uk.jpg"
"Höffner Germany","DE","home","EUR","10; 20; 44; 50; 100","5","5 years","https://assets.tillo.io/images/brands/vouchers/330x214/hoffner-de.jpg"
"Circle K No Fuel Lithuania","LT","food-and-drink; supermarket","EUR","25; 50; 100; 250; 500; 1000","5","24 Months","https://assets.tillo.io/images/brands/vouchers/330x214/circle-k-no-fuel-lithuania.jpg"
"Wayfair UK","GB","home","GBP","25; 50; 100; 250; 500","8","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/wayfair.jpg"
"SuperValu Ireland","IE","supermarket","EUR","25; 50; 100","4","5 years.","https://assets.tillo.io/images/brands/vouchers/330x214/supervalu-ie.jpg"
"FlixBus Germany","DE","travel-and-leisure","EUR","10; 15; 25; 40","6.5","9 Months","https://assets.tillo.io/images/brands/vouchers/330x214/flixbus-de.jpg"
"Lieferando","DE","food-and-drink","EUR","10; 25; 50; 100","5.5","Geschenkkarten sind ab dem Kaufdatum mindestens 1 year Monate lang gültig.","https://assets.tillo.io/images/brands/vouchers/330x214/just-eat-de.jpg"
"Virgin Gift Card","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","4","24 months after load","https://assets.tillo.io/images/brands/vouchers/330x214/virgin-gift-card.jpg"
"Bijou Brigitte Germany","DE","fashion; jewellery","EUR","10; 15; 20; 25; 44; 50","7","32 months","https://assets.tillo.io/images/brands/vouchers/330x214/bijou-brigitte-de.jpg"
"Tezenis Germany","DE","fashion","EUR","20; 30; 50; 100","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/tezenis-de.jpg"
"National Book Tokens","GB","books","GBP","10; 25; 50; 100; 250","10","8 years from last use","https://assets.tillo.io/images/brands/vouchers/330x214/national-book-tokens.jpg"
"Merlin Gift Card","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000","5","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/merlin-gift-card.jpg"
"Theatre Tokens","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/theatre-tokens.jpg"
"The Makery Germany","DE","books; music","EUR","25; 50; 100","7","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/the-makery-de.jpg"
"Lees! Cadeaukaart Europe","NL","books","EUR","10; 25; 50","10","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/lees-cadeaukaart-eur.jpg"
"Media Markt Netherlands","NL","electronics; home","EUR","10; 25; 50; 100","0.5","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/media-markt-nl.jpg"
"Kreutzers Germany","DE","food-and-drink","EUR","25; 50; 100","12","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/kreutzers-de.jpg"
"Love2Shop Rewards","GB","other","GBP","10; 25; 50; 100; 250; 500","5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/love2shop-rewards.jpg"
"Calzedonia Germany","DE","fashion","EUR","30; 50; 70; 100","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/calzedonia-de.jpg"
"Healthy Minds Club","GB","other","GBP","10; 25; 50; 100; 250; 500","7","18 Months","https://assets.tillo.io/images/brands/vouchers/330x214/healthy-minds-club.jpg"
"s.Oliver Germany","DE","fashion; jewellery","EUR","10; 15; 25; 50; 100","6","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/s-oliver-de.jpg"
"Sainsburys Cashback","GB","supermarket","GBP","10; 25; 50; 100; 250; 500","3.25","24 Months after last use","https://assets.tillo.io/images/brands/vouchers/330x214/sainsburys-cashback-uk.jpg"
"PittaRosso Italy","IT","fashion","EUR","25; 50; 100","5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/pittarosso-it.jpg"
"Azteco Bitcoin Voucher - On-chain GBP","GB","cryptocurrency","GBP","25; 50; 100; 250; 500","7","30 Days","https://assets.tillo.io/images/brands/vouchers/330x214/azteco-bitcoin-voucher-on-chain-gbp.jpg"
"lastminute.com Spain Travel Gift Card","ES","","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","2.35","12 months from activation/request","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-es.jpg"
"lastminute.com Hotel Gift Card Spain","ES","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","5.5","12 months from the activation date","https://assets.tillo.io/images/brands/vouchers/330x214/hotel-gift-card-es.jpg"
"All Bar One","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/all-bar-one.jpg"
"POCO Germany","DE","home","EUR","10; 20; 50","9","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/poco-de.jpg"
"Media Markt Austria","AT","other","EUR","10; 25; 50; 100","0.5","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/media-markt-at.jpg"
"HotelsGift EU","AT; BE; FI; FR; IT; NL; ES","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/hotelsgift-eu.jpg"
"Nintendo eShop UK","GB","gaming","GBP","15; 25; 50; 75; 100","9.5","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/nintendo-eshop-uk.jpg"
"The Entertainer","GB","toys","GBP","10; 25; 50; 100; 250","5","24 months from date of activation","https://assets.tillo.io/images/brands/vouchers/330x214/the-entertainer.jpg"
"Salute Semplice Italy","IT","other","EUR","10; 25; 50; 75; 100; 200","11","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/salute-semplice-it.jpg"
"OTTO Germany","DE","baby; beauty; fashion; electronics; home; jewellery; sports; toys","EUR","10; 15; 20; 25; 44; 50; 100; 250; 500","4","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/otto-de.jpg"
"Media Markt Germany","DE","electronics; home","EUR","10; 25; 50; 100; 150","2.5","5 years","https://assets.tillo.io/images/brands/vouchers/330x214/media-markt-de.jpg"
"eLearnGift IE","IE","","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","60 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/elearngift-ie.jpg"
"Bonmarché","GB","fashion","GBP","10; 25; 50; 100; 250","10","24 Months after last use (activation or redemption)","https://assets.tillo.io/images/brands/vouchers/330x214/bonmarche.jpg"
"lastminute.com Flight Gift Card France","FR","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000","2","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/flight-gift-card-fr.jpg"
"Ray-Ban Italy","IT","fashion","EUR","50; 100; 150","5","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/ray-ban-it.jpg"
"Unicomm Italy","IT","department-store","EUR","25; 50; 100","1.5","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/unicomm-it.jpg"
"Mango Slovakia","SK","fashion","EUR","25; 50; 100","9","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/mango-sk.jpg"
"MD Italy","IT","home","EUR","10; 25; 50; 100","0.5","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/md-it.jpg"
"roastmarket Germany","DE","food-and-drink","EUR","10; 20; 50; 100","5","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/roastmarket-de.jpg"
"O’Neill’s","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/oneills.jpg"
"BAR ATLANTIC Italy","IT","food-and-drink","EUR","25; 50","5","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/bar-atlantic-it.jpg"
"Cepsa Spain","ES","other","EUR","10; 25; 50","1","3 months","https://assets.tillo.io/images/brands/vouchers/330x214/cepsa-es.jpg"
"C&A Germany","DE","fashion; jewellery","EUR","10; 15; 20; 25; 44; 50; 100","4","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/c-and-a-de.jpg"
"Tchibo Austria","AT","food-and-drink","EUR","25; 50; 100","5.5","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/tchibo-at.jpg"
"Diner Cadeau Europe","NL","food-and-drink","EUR","10; 25; 50; 100","17","2 Years","https://assets.tillo.io/images/brands/vouchers/330x214/diner-cadeau-eur.jpg"
"Nintendo eShop Digital Code Belgium","BE","gaming","EUR","15; 25; 50; 75; 100","9","No Expiry","https://assets.tillo.io/images/brands/vouchers/330x214/nintendo-eshop-be.jpg"
"Falconeri France","FR","fashion","EUR","75; 100; 150; 250","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/falconeri-fr.jpg"
"Breuninger Germany","DE","fashion; jewellery","EUR","10; 20; 50; 100; 250","5","4 years","https://assets.tillo.io/images/brands/vouchers/330x214/breuninger-de.jpg"
"Every Foods Germany","DE","food-and-drink; sports","EUR","25; 50; 75; 100","14","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/every-foods-de.jpg"
"Carrefour Italy","IT","supermarket","EUR","10; 25; 50; 100","1.25","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/carrefour-it.jpg"
"YouChoose Gaming VAR Digital UK","GB","gaming","GBP","10; 25; 50; 100; 250","5","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/you-choose-gaming-uk.jpg"
"Media Markt Portugal","PT","electronics; home","EUR","10; 25; 50; 100; 250","2","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/media-markt-pt.jpg"
"FlystayGift DE","DE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","3 years from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/flystaygift-de.jpg"
"Daimani Europe","IE; AT; BE; FR; DE; ES","other","EUR","10; 25; 50; 100","2","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/daimani-eu.jpg"
"Tannico.it Europe","IE; AT; BE; HR; CY; EE; FI; FR; DE; GR; IT; LV; LT; LU; MT; NL; PT; SK; SI; ES","food-and-drink","EUR","25; 50; 75; 100","7","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/tannico-it-eu.jpg"
"Rituals Netherlands","NL","beauty; home","EUR","10; 25; 50; 100","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-nl.jpg"
"TripGift DE","DE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","3 years from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/tripgift-de.jpg"
"Share Now Italy","IT","cars","EUR","15; 25; 50; 100","7","This e-gift will be valid for 36 months from date of purchase. Any remaining balance will be cancelled on expiry of the validity period.","https://assets.tillo.io/images/brands/vouchers/330x214/share-now-it.jpg"
"Cyberport Germany","DE","electronics","EUR","10; 15; 20; 25; 50","3","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/cyberport-de.jpg"
"Decathlon Germany","DE","sports","EUR","10; 15; 20; 25; 44; 50; 100; 200","5","4 years","https://assets.tillo.io/images/brands/vouchers/330x214/decathlon-de.jpg"
"Farmfoods","GB","supermarket","GBP","10; 25; 50; 100","4","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/farmfoods.jpg"
"Inspire Travel France","FR","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000","6","18 Months","https://assets.tillo.io/images/brands/vouchers/330x214/inspire-travel-fr.jpg"
"Inspire TravelCard","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000","6","18 months from date of issue","https://assets.tillo.io/images/brands/vouchers/330x214/inspire-travel.jpg"
"Grillfürst Germany","DE","food-and-drink; home","EUR","25; 50; 60; 100; 200; 500","5","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/grillfurst-de.jpg"
"lastminute.com Flight Gift Card Italy","IT","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000","2","12 months from the activation date","https://assets.tillo.io/images/brands/vouchers/330x214/flight-gift-card-it.jpg"
"Sony PSN Spain","ES","gaming","EUR","10; 20; 50; 60; 80; 100; 150; 200; 250","7","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/sony-psn-es.jpg"
"Go Ape","GB","travel-and-leisure","GBP","10; 15; 50; 80","12","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/go-ape.jpg"
"lastminute.com Germany Travel Gift Card","DE","","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","2.35","3 years from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-de.jpg"
"Toby Carvery","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/toby-carvery.jpg"
"Vintage Inns","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/vintage-inns.jpg"
"tastecard","GB","food-and-drink","GBP","20","12.5","Activate within 12 months","https://assets.tillo.io/images/brands/vouchers/330x214/tastecard.jpg"
"BASKO Italy","IT","supermarket","EUR","10; 25; 50","1.5","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/basko-it.jpg"
"Dehner Germany","DE","home","EUR","10; 20; 50; 100","5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/dehner-de.jpg"
"Outfittery Germany","DE","fashion; jewellery","EUR","15; 25; 50; 100; 150","14","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/outfittery-de.jpg"
"Shop Apotheke Germany","DE","other","EUR","10; 25; 50","5","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/shop-apotheke-de.jpg"
"Circle K Latvia","LV","cars; food-and-drink; supermarket","EUR","25; 50; 100; 250; 500; 1000","1","24 Months","https://assets.tillo.io/images/brands/vouchers/330x214/circle-k-latvia.jpg"
"Rituals Austria","AT","beauty; home","EUR","10; 25; 50; 100","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-at.jpg"
"Unes Italy","IT","supermarket","EUR","10; 25; 50; 100; 150; 200; 250","3","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/unes-it.jpg"
"Inspire Travel Spain","ES","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000","6","18 Months","https://assets.tillo.io/images/brands/vouchers/330x214/inspire-travel-es.jpg"
"GetYourGuide France","FR","travel-and-leisure","EUR","50; 100; 150; 200","6","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/getyourguide-fr.jpg"
"Italo Italy","IT","travel-and-leisure","EUR","10; 20; 50; 100","3","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/italo-it.jpg"
"Meet the World Germany","DE","craft; sports; travel-and-leisure","EUR","15; 25; 50","9","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/meet-the-world-de.jpg"
"Iperal Italy","IT","supermarket","EUR","20; 50; 100","2","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/iperal-it.jpg"
"Volagratis Italy Holiday Gift Card - Flight + Hotel Packages","IT","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000","5.5","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/volagratis-holiday-gift-it.jpg"
"Keuze Cadeaukaart Europe","NL","baby; beauty; department-store; fashion; food-and-drink","EUR","10; 25; 50; 100; 250; 500","9","2 Years","https://assets.tillo.io/images/brands/vouchers/330x214/keuze-cadeaukaart-eur.jpg"
"Lucky Bike Germany","DE","sports","EUR","10; 15; 25; 50; 100; 200","5","32 months","https://assets.tillo.io/images/brands/vouchers/330x214/lucky-bike-de.jpg"
"Amorelie Germany","DE","beauty","EUR","10; 15; 20; 25; 30; 35; 40; 44; 45; 50; 60; 75; 100","12","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/amorelie-de.jpg"
"UTravel Italy","IT","travel-and-leisure","EUR","50; 100; 200; 500","7","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/utravel-it.jpg"
"Tezenis France","FR","fashion","EUR","20; 30; 50; 100","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/tezenis-fr.jpg"
"Mango","GB","fashion","GBP","20; 25; 50; 100","3.5","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/mango.jpg"
"Media Markt Belgium","BE","electronics; home","EUR","20; 50; 100","0.5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/media-markt-be.jpg"
"Rituals Portugal","PT","beauty; home","EUR","10; 25; 50; 100","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-pt.jpg"
"lastminute.com France Travel Gift Card","FR","","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","2.35","12 months from activation/request","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-fr.jpg"
"Sixt Germany","DE","cars","EUR","15; 25; 50; 100","9","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/sixt-de.jpg"
"Buono Enilive Digitale Italy","IT","other","EUR","10; 30; 50","0.5","No Expiry","https://assets.tillo.io/images/brands/vouchers/330x214/buono-enilive-digitale-it.jpg"
"Superdry","GB","fashion","GBP","10; 25; 50; 100; 250; 500","7","Gift Cards are valid for 24 months from the activation date. Any remaining balance left on the card after 24 months will be removed and the card will become invalid and no longer available for use","https://assets.tillo.io/images/brands/vouchers/330x214/superdry.jpg"
"Jochen Schweizer Germany","DE","craft; sports; travel-and-leisure","EUR","10; 15; 20; 25","9","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/jochen-schweizer-de.jpg"
"Magazingutschein Germany","DE","books; music","EUR","25","19","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/magazingutschein-de.jpg"
"Laithwaite's Wine","GB","food-and-drink","GBP","10; 25; 50; 100; 250; 500; 1000","12","24 months from issue","https://assets.tillo.io/images/brands/vouchers/330x214/laithwaites.jpg"
"Falconeri Spain","ES","fashion","EUR","30; 75; 100; 150; 200; 250","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/falconeri-es.jpg"
"Gymondo Germany","DE","sports","EUR","13; 78","24","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/gymondo-de.jpg"
"FAO Schwarz Italy","IT","department-store","EUR","25; 50; 100; 200","7","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/fao-schwarz-it.jpg"
"Globetrotter Germany","DE","fashion; jewellery; sports","EUR","10; 15; 20; 25; 44; 50; 100","11","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/globetrotter-de.jpg"
"Mondadori Store Italy","IT","books; gaming; music; toys; tv-and-movies","EUR","10; 25; 50; 100","4.5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/mondadori-store-it.jpg"
"Dots.eco - Restore 1 fragment of coral reef EUR","IE; AT; BE; HR; CY; EE; FI; FR; DE; GR; IT; LV; LT; LU; MT; NL; PT; SK; SI; ES","charity","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","29.65","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/restore-fragment-of-coral-reef-eur.jpg"
"Lavish Spa Vouchers","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500","10","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/lavish.jpg"
"Rewe Germany","DE","","EUR","10; 15; 20; 25; 30; 40; 44; 45; 50; 60; 100; 150","0.25","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/rewe-de.jpg"
"HotelsGift IE","IE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","60 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/hotelsgift-ie.jpg"
"Circle K Estonia","EE","cars; food-and-drink; supermarket","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000","1","24 Months","https://assets.tillo.io/images/brands/vouchers/330x214/circle-k-estonia.jpg"
"The Wellness Card","GB","other","GBP","10; 25; 50; 100; 250","13","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/the-wellness-card.jpg"
"FlixTrain Germany","DE","cars; craft; travel-and-leisure","EUR","10; 15; 25; 40","6.5","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/flixtrain-de.jpg"
"Dots.eco - Fighting Wildfires UK","GB","charity","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","38","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/dotseco-fighting-wildfires-uk.jpg"
"DAZN Spain","ES","tv-and-movies","EUR","29.99; 79.99; 149.99","2.5","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/dazn-es.jpg"
"eLearnGift EU","AT; BE; FI; FR; IT; NL; ES","","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/elearngift-eu.jpg"
"FlystayGift EU","AT; BE; FI; FR; IT; NL; ES","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/flystaygift-eu.jpg"
"Wonderbox France","FR","","EUR","10; 25; 50; 100","12","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/wonderbox-fr.jpg"
"Golf House Germany","DE","sports","EUR","10; 15; 25; 50","8","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/golf-house-de.jpg"
"Circle K Lithuania","LT","cars; food-and-drink; supermarket","EUR","25; 50; 100; 250; 500; 1000","1","24 Months","https://assets.tillo.io/images/brands/vouchers/330x214/circle-k-lithuania.jpg"
"ITA AIRWAYS Italy","IT","travel-and-leisure","EUR","50; 100; 200; 500; 1000","4","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/ita-airways-it.jpg"
"Giunti al Punto Italy","IT","books","EUR","10; 25; 50; 100","3.5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/giunti-al-punto-it.jpg"
"VISTASì Italy","IT","other","EUR","10; 25; 50; 100","1.5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/vistasi-it.jpg"
"Tigotà Italy","IT","beauty; home","EUR","10; 25; 50","1","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/tigota-it.jpg"
"The Dining Out Card","GB","food-and-drink","GBP","10; 25; 50; 100; 250; 500","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/the-dining-out-card.jpg"
"IKEA Spain","ES","","EUR","10; 20; 25; 45; 50; 100","4","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/ikea-es.jpg"
"Dots.eco - Save a sea turtle hatchling EUR","IE; AT; BE; HR; CY; EE; FI; FR; DE; GR; IT; LV; LT; LU; MT; NL; PT; SK; SI; ES","charity","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","29.65","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/save-a-sea-turtle-hatchling-eur.jpg"
"Tigros Italy","IT","supermarket","EUR","10; 25; 50; 100","1","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/tigros-it.jpg"
"Habitat Cashback","GB","home","GBP","10; 25; 50; 100; 250; 500","4.25","24 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/habitat-cashback-uk.jpg"
"Tinder Plus & Gold Italy","IT","other","EUR","13; 23","15","36 Months","https://assets.tillo.io/images/brands/vouchers/330x214/tinder-plus-it.jpg"
"Futterhaus Germany","DE","home","EUR","10; 15; 20; 25; 50","7","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/futterhaus-de.jpg"
"AirlineGift EU","AT; BE; FI; FR; IT; NL; ES","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/airlinegift-eu.jpg"
"Shoepassion Germany","DE","fashion; jewellery","EUR","25; 50; 100","9","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/shoepassion-de.jpg"
